Facility ID,Hospital Name,Indicator Name,Year,Infections Observed,Infections Predicted,Denominator,Indicator Value,Indicator Lower Confidence Limit,Indicator Upper Confidence Limit,Indicator Units,Comparison Results,Location 1
1139,Westchester Medical Center,SSI CABG donor site,2011,0,1.84,295,0,0,1.04,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,SSI CABG chest site,2011,8,6.7,306,2.29,0.99,4.51,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CLABSI Surgical ICU,2011,0,1.55,"1,116",0,0,2.68,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CLABSI Pediatric ICU,2011,3,3.97,"1,848",1.62,0.33,4.74,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CLABSI Overall Standardized Infection Ratio,2011,22,26.66,,0.83,0.52,1.25,,Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CLABSI Neurosurgical ICU,2011,1,2.26,"1,722",0.58,0.01,3.24,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CLABSI Neonatal ICU Regional Perinatal Center,2011,6,10.91,"6,110",0.98,0.36,2.14,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CLABSI Medical ICU,2011,6,4.2,"2,806",2.14,0.78,4.65,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CLABSI Coronary ICU,2011,3,1.13,797,3.76,0.78,11,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CLABSI Cardiothoracic ICU,2011,3,2.64,"2,887",1.04,0.21,3.04,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CDI Possibly-My-Hospital Associated,2011,24,,"175,828",1.36,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CDI Hospital Onset,2011,147,182.95,"136,426",10.31,8.25,12.71,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CDI Community Onset Not-My-Hospital,2011,74,,"21,837",0.34,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.08945, -73.78256)"
1153,Wyoming County Community Hospital,SSI Overall Standardized Infection Ratio,2011,3,1.62,,1.86,0.38,5.43,,Not significantly different than NYS 2011 average,"(42.753509, -78.132455)"
1153,Wyoming County Community Hospital,SSI Hip,2011,2,0.44,21,5.29,0.64,19.1,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.753509, -78.132455)"
1153,Wyoming County Community Hospital,SSI Colon,2011,1,1.18,25,4.21,0.11,23.43,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.753509, -78.132455)"
1153,Wyoming County Community Hospital,CLABSI Overall Standardized Infection Ratio,2011,0,0.07,,0,0,45.83,,Not significantly different than NYS 2011 average,"(42.753509, -78.132455)"
1153,Wyoming County Community Hospital,CLABSI Medical Surgical ICU,2011,0,0.07,51,0,0,58.74,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(42.753509, -78.132455)"
1456,Mount Sinai Hospital,SSI Overall Standardized Infection Ratio,2011,42,25.02,,1.68,1.21,2.27,,Significantly higher than NYS 2011 average,"(40.790478, -73.953773)"
1153,Wyoming County Community Hospital,CDI Possibly-My-Hospital Associated,2011,2,,"13,414",1.49,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.753509, -78.132455)"
1153,Wyoming County Community Hospital,CDI Hospital Onset,2011,10,8.6,"8,883",14.92,5.55,31.92,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(42.753509, -78.132455)"
1153,Wyoming County Community Hospital,CDI Community Onset Not-My-Hospital,2011,6,,"2,507",0.24,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.753509, -78.132455)"
1165,Jacobi Medical Center,SSI Overall Standardized Infection Ratio,2011,2,3,,0.67,0.08,2.41,,Not significantly different than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,SSI Hip,2011,0,0.73,47,0,0,4.75,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,SSI Colon,2011,2,2.27,41,4.37,0.53,15.79,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,CLABSI Surgical ICU,2011,0,1.09,780,0,0,3.84,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,CLABSI Pediatric ICU,2011,0,0.77,356,0,0,8.41,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,CLABSI Overall Standardized Infection Ratio,2011,13,8.01,,1.62,0.86,2.78,,Not significantly different than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,CLABSI Neonatal ICU Regional Perinatal Center,2011,10,2.82,"1,554",6.36,3.05,11.7,# CLABSI per 1000 line days,Significantly higher than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,CLABSI Medical ICU,2011,3,2.5,"1,673",1.79,0.37,5.24,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,CLABSI Coronary ICU,2011,0,0.84,591,0,0,5.07,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,CDI Possibly-My-Hospital Associated,2011,17,,"135,000",1.26,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,CDI Hospital Onset,2011,63,71.79,"95,887",11.26,7.94,15.46,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(40.857365, -73.846577)"
1165,Jacobi Medical Center,CDI Community Onset Not-My-Hospital,2011,41,,"21,598",0.19,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.857365, -73.846577)"
1168,Montefiore Medical Center-Wakefield Hospital,SSI Overall Standardized Infection Ratio,2011,4,1.94,,2.06,0.56,5.28,,Not significantly different than NYS 2011 average,"(40.894522, -73.861277)"
1168,Montefiore Medical Center-Wakefield Hospital,SSI Hip,2011,0,0.54,38,0,0,6.4,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.894522, -73.861277)"
1168,Montefiore Medical Center-Wakefield Hospital,SSI Colon,2011,4,1.4,27,14.16,3.86,36.25,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.894522, -73.861277)"
1168,Montefiore Medical Center-Wakefield Hospital,CLABSI Overall Standardized Infection Ratio,2011,4,6.58,,0.61,0.17,1.56,,Not significantly different than NYS 2011 average,"(40.894522, -73.861277)"
1168,Montefiore Medical Center-Wakefield Hospital,CLABSI Neonatal ICU Level 2/3,2011,4,2.79,628,6.27,1.71,16.05,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.894522, -73.861277)"
1168,Montefiore Medical Center-Wakefield Hospital,CLABSI Medical Surgical ICU,2011,0,3.79,"2,955",0,0,1.01,# CLABSI per 1000 line days,Significantly lower than NYS 2011 average,"(40.894522, -73.861277)"
1168,Montefiore Medical Center-Wakefield Hospital,CDI Possibly-My-Hospital Associated,2011,25,,"59,746",4.18,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.894522, -73.861277)"
1168,Montefiore Medical Center-Wakefield Hospital,CDI Hospital Onset,2011,70,65.93,"37,590",13.63,9.8,18.41,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(40.894522, -73.861277)"
1168,Montefiore Medical Center-Wakefield Hospital,CDI Community Onset Not-My-Hospital,2011,75,,"12,302",0.61,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.894522, -73.861277)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,SSI Overall Standardized Infection Ratio,2011,15,15.76,,0.95,0.53,1.57,,Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,SSI Hip,2011,3,2.49,149,1.4,0.29,4.08,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,SSI Colon,2011,7,7.34,142,4.73,1.9,9.74,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,SSI CABG donor site,2011,0,1.22,200,0,0,1.56,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,SSI CABG chest site,2011,5,4.71,229,2.03,0.66,4.75,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,CLABSI Surgical ICU,2011,4,3.26,"2,344",1.71,0.46,4.37,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,CLABSI Pediatric ICU,2011,4,5.1,"2,373",1.69,0.46,4.32,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,CLABSI Overall Standardized Infection Ratio,2011,12,18.95,,0.63,0.33,1.11,,Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,CLABSI Medical ICU,2011,1,6.27,"4,191",0.24,0.01,1.33,# CLABSI per 1000 line days,Significantly lower than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,CLABSI Coronary ICU,2011,0,1.73,"1,217",0,0,2.46,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,CLABSI Cardiothoracic ICU,2011,3,2.59,"2,835",1.06,0.22,3.09,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,CDI Possibly-My-Hospital Associated,2011,86,,"260,082",3.31,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,CDI Hospital Onset,2011,335,332.83,"181,191",12.92,11.17,14.85,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(40.879928, -73.880467)"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,CDI Community Onset Not-My-Hospital,2011,175,,"43,570",0.4,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.879928, -73.880467)"
1172,Lincoln Medical & Mental Health Center,SSI Overall Standardized Infection Ratio,2011,2,4.68,,0.43,0.05,1.54,,Not significantly different than NYS 2011 average,"(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,SSI Hip,2011,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,SSI Colon,2011,2,4.42,69,2.24,0.27,8.09,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,CLABSI Surgical ICU,2011,1,1.38,992,1.01,0.03,5.62,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,CLABSI Pediatric ICU,2011,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,CLABSI Overall Standardized Infection Ratio,2011,2,8.2,,0.24,0.03,0.88,,Significantly lower than NYS 2011 average,"(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,CLABSI Neonatal ICU Level 3,2011,1,2.9,894,0.81,0.02,4.49,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,CLABSI Medical ICU,2011,0,2.53,"1,689",0,0,1.77,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,CLABSI Coronary ICU,2011,0,1.35,951,0,0,3.15,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,CDI Possibly-My-Hospital Associated,2011,4,,"92,884",0.43,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.817652, -73.924196)"
1172,Lincoln Medical & Mental Health Center,CDI Hospital Onset,2011,7,47.57,"52,720",1.89,0.55,4.62,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2011 average,"(40.817652, -73.924196)"
1288,Brooklyn Hospital Center - Downtown Campus,SSI Hip,2011,1,0.62,33,1.87,0.05,10.4,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.69194, -73.98017)"
1172,Lincoln Medical & Mental Health Center,CDI Community Onset Not-My-Hospital,2011,4,,"22,570",0.02,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.817652, -73.924196)"
1176,SBH Health System,SSI Overall Standardized Infection Ratio,2011,4,3.85,,1.04,0.28,2.66,,Not significantly different than NYS 2011 average,"(40.854027, -73.890897)"
1176,SBH Health System,SSI Hip,2011,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(40.854027, -73.890897)"
1176,SBH Health System,SSI Colon,2011,4,3.49,64,5.68,1.55,14.56,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.854027, -73.890897)"
1176,SBH Health System,CLABSI Overall Standardized Infection Ratio,2011,3,3.64,,0.82,0.17,2.41,,Not significantly different than NYS 2011 average,"(40.854027, -73.890897)"
1176,SBH Health System,CLABSI Neonatal ICU Level 2/3,2011,1,1.66,386,2.63,0.07,14.66,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.854027, -73.890897)"
1176,SBH Health System,CLABSI Medical Surgical ICU,2011,2,1.97,"1,541",1.3,0.16,4.69,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.854027, -73.890897)"
1176,SBH Health System,CDI Possibly-My-Hospital Associated,2011,10,,"93,722",1.07,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.854027, -73.890897)"
1176,SBH Health System,CDI Hospital Onset,2011,89,45.95,"57,490",24.86,18.59,32.48,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly higher than NYS 2011 average,"(40.854027, -73.890897)"
1176,SBH Health System,CDI Community Onset Not-My-Hospital,2011,29,,"20,166",0.14,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.854027, -73.890897)"
1178,Bronx-Lebanon Hospital Center - Concourse Division,SSI Overall Standardized Infection Ratio,2011,10,4.42,,2.26,1.09,4.16,,Significantly higher than NYS 2011 average,"(40.843387, -73.911616)"
1178,Bronx-Lebanon Hospital Center - Concourse Division,SSI Hip,2011,6,1.05,65,6.6,2.42,14.36,"# SSI per 100 procedures, risk-adjusted",Significantly higher than NYS 2011 average,"(40.843387, -73.911616)"
1178,Bronx-Lebanon Hospital Center - Concourse Division,SSI Colon,2011,4,3.36,64,5.89,1.61,15.09,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.843387, -73.911616)"
1178,Bronx-Lebanon Hospital Center - Concourse Division,CLABSI Overall Standardized Infection Ratio,2011,9,6.91,,1.3,0.6,2.47,,Not significantly different than NYS 2011 average,"(40.843387, -73.911616)"
1178,Bronx-Lebanon Hospital Center - Concourse Division,CLABSI Neonatal ICU Level 3,2011,4,1.3,435,7.18,1.96,18.38,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.843387, -73.911616)"
1178,Bronx-Lebanon Hospital Center - Concourse Division,CLABSI Medical Surgical ICU,2011,5,5.07,"3,957",1.26,0.41,2.95,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.843387, -73.911616)"
1178,Bronx-Lebanon Hospital Center - Concourse Division,CLABSI Coronary ICU,2011,0,0.53,376,0,0,7.97,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.843387, -73.911616)"
